landslide_fid,id,time_of_occurrence,damage_description,size_category,trigger,debris_type,material_type,movement_type,metadata_id,aspect,activity,x_coordinate,y_coordinate,severity_name,debris_type_name,material_type_name,movement_type_name,aspect_name,activity_name,data_source_name,trigger_name
"314567","140",, ,"1","100","101","2","101",,"0","0",176.051036778331,-37.6261118745465,small,Unknown,Soil,unknown,Unknown,Unknown,Landslide catalogue,other
"314568","141",, ,"2","1","2","101","2",,"0","0",169.039629010261,-43.8797488445412,moderate,Chaotic,unknown,Fall,Unknown,Unknown,Landslide catalogue,Earthquake
"314569","142",, ,"1","2","101","101","101",,"0","0",174.198649985133,-35.5202214504953,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314570","143",,"damaged wooden stairway, damaged walkway","1","2","2","2","4",,"0","0",176.028929901266,-37.6393344045909,small,Chaotic,Soil,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314571","144",,"two damaged bridges, damaged walkway","1","2","101","101","101",,"0","0",174.039317966353,-41.2043076012665,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314573","146",,damaged roads,"2","2","101","101","101",,"0","0",174.735454343611,-39.8064282678629,moderate,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314574","147",, ,"2","2","101","101","101",,"0","0",169.184189074607,-44.3756906579439,moderate,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314575","148",,blocked Highway,"2","2","1","1","2",,"0","0",174.730973309797,-38.6319517271635,moderate,Blocky,Rock,Fall,Unknown,Unknown,Landslide catalogue,Rainfall
"314576","149",,blocked Highway,"1","2","101","101","101",,"0","0",174.840388537029,-38.5779239320348,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314577","150",, ,"1","101","102","102","102",,"0","0",174.06951898792,-39.0746397471828,small,Not collected,not collected,not collected,Unknown,Unknown,Landslide catalogue,unknown
"314578","151",,damaged mine,"2","2","101","2","4",,"0","0",171.294932436271,-42.3400258740399,moderate,Unknown,Soil,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314579","152",1999-01-20Z,"2 houses washed away, road closed, utilities cut off","2","2","2","2","10",,"0","0",173.266598020706,-35.3471772802162,moderate,Chaotic,Soil,Flow,Unknown,Unknown,Landslide catalogue,Rainfall
"314580","153",1999-01-20Z,road closed,"1","2","2","2","10",,"0","0",173.382354973389,-35.3808555008407,small,Chaotic,Soil,Flow,Unknown,Unknown,Landslide catalogue,Rainfall
"314581","154",1999-01-20Z,2 minor roads blocked,"1","2","2","2","10",,"0","0",173.460236055708,-35.4768388597233,small,Chaotic,Soil,Flow,Unknown,Unknown,Landslide catalogue,Rainfall
"314582","155",1999-02-15Z,"crack in Main road, houses needing relocation","2","100","101","1","5",,"0","0",175.843091901469,-37.3881622167036,moderate,Unknown,Rock,Subsidence,Unknown,Unknown,Landslide catalogue,other
"314583","156",1999-03-07Z,road and baches damaged,"3","101","2","2","4",,"0","0",175.223237228636,-41.4618755923342,large,Chaotic,Soil,Translational slide,Unknown,Unknown,Landslide catalogue,unknown
"314584","157",1999-03-09Z,garage and house threatened,"1","101","101","101","3",,"0","0",168.735153419478,-45.0267626606075,small,Unknown,unknown,Rotational slide (slump),Unknown,Unknown,Landslide catalogue,unknown
"314585","158",1999-05-16Z,house and 3 vehicles damaged,"2","2","2","2","10",,"0","0",175.398472359195,-39.1275143665744,moderate,Chaotic,Soil,Flow,Unknown,Unknown,Landslide catalogue,Rainfall
"314586","159",1999-06-03Z,roads damaged,"1","2","101","101","101",,"0","0",176.266060575127,-37.9879438251102,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314587","160",1999-06-16Z,"SH1 closed, main trunk rail line closed","1","100","2","1","4",,"0","0",174.949512644613,-40.9921386796178,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,other
"314589","162",, ,"1","2","101","2","5",,"0","0",176.913125847636,-39.491368476298,small,Unknown,Soil,Subsidence,Unknown,Unknown,Landslide catalogue,Rainfall
"314590","163",, ,"2","2","2","1","4",,"0","0",168.309458248363,-44.9472191257989,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314591","164",,road collapsed/impassable,"2","2","2","1","4",,"0","0",168.433455778379,-44.9521804909877,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314592","165",,road blocked,"101","2","2","1","4",,"0","0",168.450843587387,-45.0384890001135,unknown,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314593","166",,road collapsed into river,"1","2","2","1","4",,"0","0",168.687079203211,-44.8519611858612,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314594","167",,"5 houses ruined, two relocated, road damaged","2","2","2","1","4",,"0","0",168.729803362538,-45.0130488485921,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314595","168",,"road blocked, building buried","101","2","101","101","101",,"0","0",168.91519258454,-44.5962251338563,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314596","169",,road blocked,"101","2","101","101","101",,"0","0",168.941696218931,-44.980103846786,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314597","170",,road collapsed/impassable,"1","2","2","1","4",,"0","0",169.174070619652,-44.3573353135606,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314598","171",,road blocked,"1","2","2","1","4",,"0","0",169.211603341158,-43.9864862878162,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314599","172",, ,"1","2","2","1","4",,"0","0",169.168958268846,-45.0571907747576,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314600","173",, ,"1","2","101","101","5",,"0","0",169.329033196911,-45.2001698245326,small,Unknown,unknown,Subsidence,Unknown,Unknown,Landslide catalogue,Rainfall
"314601","174",, ,"101","2","101","101","101",,"0","0",169.312546177834,-45.5419431191012,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314602","175",,road blocked,"2","2","101","101","101",,"0","0",169.452776541651,-44.9247593409583,moderate,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314603","176",,house damaged beyond repair,"101","2","2","2","101",,"0","0",174.500249248769,-36.9442878255816,unknown,Chaotic,Soil,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314604","177",,walking track damaged,"1","100","1","1","2",,"0","0",174.466770205266,-36.9537707029762,small,Blocky,Rock,Fall,Unknown,Unknown,Landslide catalogue,other
"314605","178",,building buried,"1","2","2","1","10",,"0","0",168.543142574361,-45.1114696459105,small,Chaotic,Rock,Flow,Unknown,Unknown,Landslide catalogue,Rainfall
"314606","179",, ,"1","2","1","2","3",,"0","0",170.958597,-45.108103,small,Blocky,Soil,Rotational slide (slump),Unknown,Unknown,Landslide catalogue,Rainfall
"314607","180",2000-03-08Z,drilling rig damaged,"1","101","1","1","2",,"0","0",171.555378014051,-42.8829520692107,small,Blocky,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314608","181",2000-06-24Z,SH73 blocked,"101","2","1","1","2",,"0","0",171.555378014051,-42.8829520692107,unknown,Blocky,Rock,Fall,Unknown,Unknown,Landslide catalogue,Rainfall
"314609","182",2000-06-24Z,SH6 blocked,"2","2","2","1","4",,"0","0",172.339574700909,-41.9070790399355,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314610","183",2000-06-24Z,SH 6 blocked,"1","2","2","1","4",,"0","0",172.339574700909,-41.9070790399355,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314611","184",2000-08-09Z,one man killed,"1","101","1","1","2",,"0","0",171.555378014051,-42.8829520692107,small,Blocky,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314612","185",2000-09-03Z,roads blocked,"101","2","101","101","101",,"0","0",170.616034962955,-45.8490153601842,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314613","186",2000-09-11Z, ,"101","2","101","2","6",,"0","0",170.468571979062,-45.893694871734,unknown,Unknown,Soil,Creep,Unknown,Unknown,Landslide catalogue,Rainfall
"314614","187",2000-09-11Z, ,"101","2","101","101","101",,"0","0",170.843561271367,-45.3691355686933,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314615","188",2000-09-16Z,road blocked,"3","100","1","1","2",,"0","0",169.001272304906,-45.037131433143,large,Blocky,Rock,Fall,Unknown,Unknown,Landslide catalogue,other
"314617","190",2000-09-30Z,road closed,"1","2","101","101","101",,"0","0",175.03609144763,-39.9365988107431,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314619","192",2000-09-30Z,SH1 traffic disrupted,"1","2","101","101","101",,"0","0",175.201962127347,-40.8254605103478,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314620","193",2000-10-02Z,ground below rail line removed,"1","2","101","101","101",,"0","0",175.320207789054,-38.6604761283466,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314621","194",2000-10-06Z, ,"101","2","101","101","101",,"0","0",173.242605323888,-42.9442259891751,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314622","195",2000-10-06Z,roads closed,"1","2","101","101","101",,"0","0",175.70226119438,-40.6454706942785,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314623","196",2000-10-06Z,two cars buried,"1","2","101","101","101",,"0","0",175.841889847514,-40.4511053540628,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314624","197",2000-10-16Z,SH94 blocked,"2","101","2","1","101",,"0","0",168.092227406408,-44.7984623481593,moderate,Chaotic,Rock,unknown,Unknown,Unknown,Landslide catalogue,unknown
"314625","198",2000-10-22Z,woman hospitalised,"1","100","1","100","2",,"0","0",170.06127112787,-43.5016491353733,small,Blocky,other,Fall,Unknown,Unknown,Landslide catalogue,other
"314626","199",2000-12-03Z,road closed,"1","101","101","101","101",,"0","0",174.821038410656,-36.8455576220568,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,unknown
"314627","200",2000-12-28Z, ,"2","2","2","1","4",,"0","0",175.379969378999,-40.7291399135845,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314628","201",2000-12-28Z, ,"1","2","2","2","10",,"0","0",175.928312797294,-38.9050621803028,small,Chaotic,Soil,Flow,Unknown,Unknown,Landslide catalogue,Rainfall
"314629","202",2000-12-28Z,SH1 blocked,"1","2","101","101","101",,"0","0",176.041501245504,-38.8552133333221,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314630","203",, ,"1","2","2","1","4",,"0","0",170.629034122616,-45.8141740087174,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314631","204",, ,"1","2","101","101","101",,"0","0",174.496667256815,-35.5617857592469,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314632","205",,road cracks,"1","100","101","101","6",,"0","0",175.365696918603,-39.822120449504,small,Unknown,unknown,Creep,Unknown,Unknown,Landslide catalogue,other
"314633","206",,main through road cut off,"2","100","101","2","5",,"0","0",175.061498570462,-39.9253304891944,moderate,Unknown,Soil,Subsidence,Unknown,Unknown,Landslide catalogue,other
"314634","207",,one house damged beyond repair,"1","2","2","1","2",,"0","0",172.764620076171,-43.5787068021075,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,Rainfall
"314635","208",,house destroyed,"101","2","101","101","101",,"0","0",171.156142334531,-42.805149173945,unknown,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314636","209",, ,"2","2","2","2","4",,"0","0",171.212803311816,-42.4531077903453,moderate,Chaotic,Soil,Translational slide,Unknown,Unknown,Landslide catalogue,Rainfall
"314637","210",,SH3 blocked,"1","2","101","101","101",,"0","0",174.523566677904,-39.7346973442645,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314638","211",,SH3 partially blocked,"1","2","101","101","101",,"0","0",174.727904284702,-38.6468686384161,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314639","212",,SH43 blocked,"1","2","101","101","101",,"0","0",174.846003205485,-38.9784010588551,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314640","213",, ,"3","2","101","101","5",,"0","0",174.840974409717,-38.5783648268947,large,Unknown,unknown,Subsidence,Unknown,Unknown,Landslide catalogue,Rainfall
"314641","214",,roads blocked,"1","2","101","101","101",,"0","0",175.629778435933,-37.1211509533197,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314644","217",, ,"101","2","101","101","3",,"0","0",168.71893831791,-45.334350204216,unknown,Unknown,unknown,Rotational slide (slump),Unknown,Unknown,Landslide catalogue,Rainfall
"314645","218",, ,"101","2","101","101","3",,"0","0",169.044863748481,-45.0314150280854,unknown,Unknown,unknown,Rotational slide (slump),Unknown,Unknown,Landslide catalogue,Rainfall
"314646","219",,rerouting of utilities required,"101","2","1","101","3",,"0","0",170.823807721964,-45.3507747333938,unknown,Blocky,unknown,Rotational slide (slump),Unknown,Unknown,Landslide catalogue,Rainfall
"314647","220",2001-01-31Z, ,"1","101","101","101","101",,"0","0",172.07871727132,-43.2511977229546,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,unknown
"314648","221",2001-01-31Z,aggradation of Waingawa River,"2","101","2","1","4",,"0","0",175.462579120599,-40.7535336919356,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,unknown
"314649","222",2001-07-05Z, ,"1","101","101","1","2",,"0","0",174.755015940542,-41.2789747883957,small,Unknown,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314650","223",2001-07-08Z,"destruction of 180 m of road; necessitated to construct 320 m of temporary roading; road closed for 11 days","2","100","2","1","4",,"0","0",175.247858810022,-38.9098001819745,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,other
"314651","224",2001-07-15Z,blocked SH7,"1","101","2","1","2",,"0","0",172.11933810087,-42.3134280039782,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314652","225",2001-07-15Z,partially blocked SH3,"1","101","2","1","2",,"0","0",174.751633119613,-38.6311769573706,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314653","226",2001-07-18Z,Pine Hill road closure,"1","101","101","101","101",,"0","0",170.523201444755,-45.8363346026504,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,unknown
"314654","227",2001-07-19Z,motorists warned,"1","101","2","1","2",,"0","0",168.965837972662,-45.035005844102,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314655","228",2001-07-19Z,motorists warned,"1","101","2","1","2",,"0","0",169.17879264403,-44.3619970998895,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314656","229",2001-07-19Z,motorists warned,"1","101","2","1","2",,"0","0",169.295808307946,-45.1414687547589,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314657","230",2001-07-19Z,road partially blocked,"1","101","2","1","2",,"0","0",170.513476505702,-45.8379332621562,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314658","231",2001-07-19Z,damaged car,"1","101","101","2","10",,"0","0",174.755015940542,-41.2789747883957,small,Unknown,Soil,Flow,Unknown,Unknown,Landslide catalogue,unknown
"314659","232",2001-07-20Z, ,"1","2","2","1","2",,"0","0",174.908205246097,-41.2504319103297,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,Rainfall
"314660","233",2001-07-20Z, ,"1","101","101","101","101",,"0","0",175.158275565977,-41.087514140443,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,unknown
"314661","234",2001-07-20Z,half a dozen rock and soil falls,"1","101","2","1","2",,"0","0",175.219132017235,-41.0998747295851,small,Chaotic,Rock,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314662","235",2001-07-21Z,half a dozen rock and soil falls,"1","101","2","2","2",,"0","0",175.219132017235,-41.0998747295851,small,Chaotic,Soil,Fall,Unknown,Unknown,Landslide catalogue,unknown
"314663","236",2001-07-28Z, ,"1","2","101","101","101",,"0","0",174.935615327456,-41.0455161055354,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314664","237",2001-08-09Z,threatening to change the course of Jones Creek into a mine,"1","101","101","1","4",,"0","0",170.818869672545,-42.9022727295087,small,Unknown,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,unknown
"314665","238",2001-08-15Z, ,"1","2","101","101","101",,"0","0",175.794022760437,-40.3207198732712,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314666","239",2001-08-23Z,road reduced to one lane,"2","101","101","101","101",,"0","0",172.243126891377,-41.9091733656965,moderate,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,unknown
"314667","240",2001-08-31Z,power cut off in Puhoi and Waiwera areas,"1","2","101","101","101",,"0","0",174.669983142631,-36.5361759988321,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314668","241",2001-09-03Z,several slips,"1","2","101","101","101",,"0","0",173.587453446489,-35.0028545016943,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
"314669","242",2001-09-04Z,several slips,"1","2","101","101","101",,"0","0",174.600784363706,-36.9220881227421,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Rainfall
